comparison,weight,depth,system,view,group,denominator,card_hit_at_3,hit_at_3,recall_at_5,mrr_at_5,ndcg_at_5
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_raw,all,30,0.9333333333333333,0.9333333333333333,0.6540329614498414,0.9083333333333333,0.8196699184308482
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_raw,card,10,1.0,1.0,0.6587871960378353,0.95,0.9360054614577233
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_raw,evidence,20,0.9,0.9,0.6516558441558441,0.8875,0.7615021469174105
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_raw,numeric,10,1.0,1.0,0.7245238095238096,0.95,0.8181645086755911
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_raw,semantic,10,0.8,0.8,0.5787878787878789,0.825,0.7048397851592301
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,strict_exact_doc_dedup,all,30,0.9333333333333333,0.8,0.8,0.6038888888888889,0.6380504408171312
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.5,0.6047438028571661
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,strict_exact_doc_dedup,evidence,20,0.9,0.75,0.75,0.6558333333333333,0.6547037597971139
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.8,0.7083333333333333,0.6919374133218793
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,strict_exact_doc_dedup,semantic,10,0.8,0.7,0.7,0.6033333333333333,0.6174701062723483
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_exact_doc_dedup,all,30,0.9333333333333333,0.9333333333333333,0.6860846560846561,0.9083333333333333,0.8045722135915402
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.95,0.8951576109709845
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_exact_doc_dedup,evidence,20,0.9,0.9,0.6871825396825396,0.8875,0.759279514901818
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7816666666666666,0.95,0.8181645086755911
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_exact_doc_dedup,semantic,10,0.8,0.8,0.5926984126984127,0.825,0.7003945211280451
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_gold_family_oracle,all,30,0.9333333333333333,0.9333333333333333,0.9666666666666667,0.9083333333333333,0.9230845355072103
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_gold_family_oracle,evidence,20,0.9,0.9,0.95,0.8875,0.9030803155822426
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.95,0.9630929753571458
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,no_reranker,answer_bearing_gold_family_oracle,semantic,10,0.8,0.8,0.9,0.825,0.8430676558073393
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,strict_raw,all,30,0.9666666666666667,0.5666666666666667,0.7166666666666667,0.4394444444444444,0.48729007242649736
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,strict_raw,card,10,1.0,0.6,0.8,0.31666666666666665,0.43850721304326157
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,strict_raw,evidence,20,0.95,0.55,0.675,0.5008333333333332,0.5116815021181151
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,strict_raw,numeric,10,1.0,0.4,0.6,0.2516666666666667,0.3312590976185401
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,strict_raw,semantic,10,0.9,0.7,0.75,0.75,0.6921039066176901
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_raw,all,30,0.9666666666666667,0.9333333333333333,0.6697340196508995,0.9011111111111111,0.8251677934259535
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_raw,card,10,1.0,1.0,0.6645014817521211,1.0,0.9508740307910424
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_raw,evidence,20,0.95,0.9,0.6723502886002886,0.8516666666666666,0.7623146747434093
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_raw,numeric,10,1.0,0.9,0.7095238095238096,0.85,0.7812818355391018
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_raw,semantic,10,0.9,0.9,0.6351767676767677,0.8533333333333333,0.7433475139477166
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,strict_exact_doc_dedup,all,30,0.9666666666666667,0.7,0.7916666666666666,0.48388888888888887,0.5440938014928032
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,strict_exact_doc_dedup,card,10,1.0,0.8,0.9,0.38666666666666666,0.5172431328663287
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,strict_exact_doc_dedup,evidence,20,0.95,0.65,0.7375,0.5325,0.5575191358060403
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,strict_exact_doc_dedup,numeric,10,1.0,0.5,0.725,0.3066666666666667,0.41600202080172977
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.75,0.7583333333333334,0.6990362508103507
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9333333333333333,0.7277910052910053,0.9094444444444444,0.8375294304102595
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.7097222222222223,1.0,0.9508740307910424
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.9,0.7368253968253968,0.8641666666666665,0.7808571302198681
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_exact_doc_dedup,numeric,10,1.0,0.9,0.82,0.875,0.8230364750944993
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6536507936507936,0.8533333333333333,0.7386777853452366
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.9011111111111111,0.9172594186935332
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,1.0,1.0
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_gold_family_oracle,evidence,20,0.95,0.9,0.95,0.8516666666666666,0.8758891280402998
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_gold_family_oracle,numeric,10,1.0,0.9,0.9,0.85,0.8630929753571458
vector_0.5_bm25_0.5_top50,vector_0.5_bm25_0.5,50,gte,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
