configuration,depth,system,lambda,view,group,denominator,card_hit_at_3,hit_at_3,recall_at_5,mrr_at_5,ndcg_at_5
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,strict_raw,numeric,10,1.0,0.8,0.725,0.6533333333333333,0.6056004130264798
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,strict_raw,semantic,10,0.9,0.7,0.7,0.6033333333333333,0.6174701062723483
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6444677440585369,0.9,0.7976880163694564
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_raw,card,10,1.0,1.0,0.6500915438639223,0.9333333333333333,0.8955829593231754
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_raw,evidence,20,0.95,0.95,0.6416558441558441,0.8833333333333332,0.7487405448925971
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_raw,numeric,10,1.0,1.0,0.7045238095238096,0.9333333333333332,0.7902901293465538
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_raw,semantic,10,0.9,0.9,0.5787878787878789,0.8333333333333334,0.7071909604386403
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,strict_exact_doc_dedup,all,30,0.9666666666666667,0.8,0.8,0.6094444444444443,0.6345524073096169
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.41666666666666663,0.5416508275000204
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,strict_exact_doc_dedup,evidence,20,0.95,0.75,0.75,0.7058333333333333,0.6810031972144152
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.8,0.7583333333333333,0.7076292635136278
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,strict_exact_doc_dedup,semantic,10,0.9,0.7,0.7,0.6533333333333334,0.6543771309152026
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.6835846560846561,0.9066666666666667,0.7951209927539704
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8788515711635846
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.6834325396825396,0.8933333333333333,0.7532557035491632
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7616666666666666,0.9333333333333332,0.7902901293465538
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6051984126984127,0.8533333333333333,0.7162212777517728
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9,0.9166666666666666
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,0.95,0.8833333333333332,0.9
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333332,0.95
vector_0.4_bm25_0.6,50,mmr_0.9,0.9,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,0.9,0.8333333333333334,0.85
