oracle,configuration,depth,lambda,view,group,denominator,card_hit_at_3,hit_at_3,recall_at_5,mrr_at_5,ndcg_at_5
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,answer_bearing_raw,semantic,10,0.9,0.9,0.6240656565656566,0.8533333333333333,0.737105116988997
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,strict_exact_doc_dedup,all,30,0.9666666666666667,0.8666666666666667,0.775,0.65,0.6332320944729789
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.45,0.5678367782143118
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,strict_exact_doc_dedup,evidence,20,0.95,0.85,0.7125,0.75,0.6659297526023125
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,strict_exact_doc_dedup,numeric,10,1.0,0.9,0.725,0.7666666666666667,0.6592300666515333
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.7,0.7333333333333333,0.6726294385530917
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.6733465608465609,0.9066666666666666,0.7787800802676295
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8868794922487659
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.6680753968253967,0.8933333333333333,0.7247303742770612
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.6950000000000001,0.9333333333333333,0.7170253601676054
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6411507936507936,0.8533333333333333,0.7324353883865171
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,1.0,0.9066666666666666,0.9295617602411513
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.8933333333333333,0.919342640361727
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.7,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,strict_raw,all,30,0.9666666666666667,0.7333333333333333,0.7583333333333333,0.5833333333333334,0.5818441261696975
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,strict_raw,card,10,1.0,0.7,0.9,0.36666666666666664,0.5016001884004073
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,strict_raw,evidence,20,0.95,0.75,0.6875,0.6916666666666667,0.6219660950543425
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,strict_raw,numeric,10,1.0,0.8,0.675,0.6583333333333333,0.5782350957482542
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,strict_raw,semantic,10,0.9,0.7,0.7,0.725,0.665697094360431
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6512270033177961,0.9066666666666666,0.7992179236956699
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_raw,card,10,1.0,1.0,0.6500915438639223,0.9333333333333333,0.9
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_raw,evidence,20,0.95,0.95,0.651794733044733,0.8933333333333333,0.7488268855435048
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_raw,numeric,10,1.0,1.0,0.6795238095238095,0.9333333333333333,0.7605486540980129
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_raw,semantic,10,0.9,0.9,0.6240656565656566,0.8533333333333333,0.737105116988997
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,strict_exact_doc_dedup,all,30,0.9666666666666667,0.8333333333333334,0.7833333333333333,0.6472222222222223,0.6396846789304712
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.45,0.5678367782143118
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,strict_exact_doc_dedup,evidence,20,0.95,0.8,0.725,0.7458333333333333,0.6756086292885509
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.75,0.7583333333333333,0.6785878200240102
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.7,0.7333333333333333,0.6726294385530917
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.6872354497354498,0.9066666666666666,0.7936757912530125
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8868794922487659
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.6889087301587302,0.8933333333333333,0.7470739407551358
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7366666666666667,0.9333333333333333,0.7617124931237543
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6411507936507936,0.8533333333333333,0.7324353883865171
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,1.0,0.9066666666666666,0.9295617602411513
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.8933333333333333,0.919342640361727
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.8,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,strict_raw,all,30,0.9666666666666667,0.7333333333333333,0.775,0.5816666666666667,0.5909658985957728
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,strict_raw,card,10,1.0,0.7,0.9,0.36666666666666664,0.5016001884004073
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,strict_raw,evidence,20,0.95,0.75,0.7125,0.6891666666666667,0.6356487536934554
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,strict_raw,numeric,10,1.0,0.8,0.725,0.6533333333333333,0.6056004130264798
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,strict_raw,semantic,10,0.9,0.7,0.7,0.725,0.665697094360431
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6595603366511295,0.9066666666666666,0.8091317487785169
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_raw,card,10,1.0,1.0,0.6500915438639223,0.9333333333333333,0.9
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_raw,evidence,20,0.95,0.95,0.6642947330447331,0.8933333333333333,0.7636976231677755
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_raw,numeric,10,1.0,1.0,0.7045238095238096,0.9333333333333333,0.7902901293465538
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_raw,semantic,10,0.9,0.9,0.6240656565656566,0.8533333333333333,0.737105116988997
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,strict_exact_doc_dedup,all,30,0.9666666666666667,0.8333333333333334,0.8,0.6472222222222223,0.6493651600936771
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.45,0.5678367782143118
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,strict_exact_doc_dedup,evidence,20,0.95,0.8,0.75,0.7458333333333333,0.6901293510333597
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.8,0.7583333333333333,0.7076292635136278
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.7,0.7333333333333333,0.6726294385530917
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.6955687830687831,0.9066666666666666,0.8032016699939456
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8868794922487659
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.7014087301587302,0.8933333333333333,0.7613627588665355
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7616666666666667,0.9333333333333333,0.7902901293465538
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6411507936507936,0.8533333333333333,0.7324353883865171
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,1.0,0.9066666666666666,0.9295617602411513
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.8933333333333333,0.919342640361727
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,20,0.9,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,strict_raw,all,30,0.9666666666666667,0.7666666666666667,0.7666666666666667,0.5944444444444444,0.5841938124646249
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,strict_raw,card,10,1.0,0.7,0.9,0.36666666666666664,0.5016001884004073
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,strict_raw,evidence,20,0.95,0.8,0.7,0.7083333333333333,0.6254906244967336
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,strict_raw,numeric,10,1.0,0.9,0.65,0.6666666666666667,0.5588773423757772
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,strict_raw,semantic,10,0.9,0.7,0.75,0.75,0.6921039066176901
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6351688022595952,0.9066666666666666,0.7824486701102074
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_raw,card,10,1.0,1.0,0.6500915438639223,0.9333333333333333,0.9
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_raw,evidence,20,0.95,0.95,0.6277074314574315,0.8933333333333333,0.7236730051653109
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_raw,numeric,10,1.0,1.0,0.6202380952380953,0.9333333333333333,0.7039984963829052
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_raw,semantic,10,0.9,0.9,0.6351767676767677,0.8533333333333333,0.7433475139477166
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,strict_exact_doc_dedup,all,30,0.9666666666666667,0.8666666666666667,0.7916666666666666,0.6583333333333333,0.6420343652253986
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.45,0.5678367782143118
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,strict_exact_doc_dedup,evidence,20,0.95,0.85,0.7375,0.7625,0.679133158730942
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,strict_exact_doc_dedup,numeric,10,1.0,0.9,0.725,0.7666666666666667,0.6592300666515333
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.75,0.7583333333333333,0.6990362508103508
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.6775132275132275,0.9066666666666666,0.7808608792538693
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8868794922487659
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.6743253968253968,0.8933333333333333,0.7278515727564211
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.6950000000000001,0.9333333333333333,0.7170253601676054
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6536507936507936,0.8533333333333333,0.7386777853452369
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,1.0,0.9066666666666666,0.9295617602411513
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.8933333333333333,0.919342640361727
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.7,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,strict_raw,all,30,0.9666666666666667,0.7333333333333333,0.775,0.5916666666666667,0.5906463969221173
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,strict_raw,card,10,1.0,0.7,0.9,0.36666666666666664,0.5016001884004073
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,strict_raw,evidence,20,0.95,0.75,0.7125,0.7041666666666667,0.6351695011829721
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,strict_raw,numeric,10,1.0,0.8,0.675,0.6583333333333333,0.5782350957482542
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,strict_raw,semantic,10,0.9,0.7,0.75,0.75,0.6921039066176901
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6549307070214998,0.9066666666666666,0.8012987226819098
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_raw,card,10,1.0,1.0,0.6500915438639223,0.9333333333333333,0.9
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_raw,evidence,20,0.95,0.95,0.6573502886002885,0.8933333333333333,0.7519480840228647
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_raw,numeric,10,1.0,1.0,0.6795238095238095,0.9333333333333333,0.7605486540980129
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_raw,semantic,10,0.9,0.9,0.6351767676767677,0.8533333333333333,0.7433475139477166
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,strict_exact_doc_dedup,all,30,0.9666666666666667,0.8333333333333334,0.8,0.6555555555555556,0.6484869496828909
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.45,0.5678367782143118
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,strict_exact_doc_dedup,evidence,20,0.95,0.8,0.75,0.7583333333333333,0.6888120354171805
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.75,0.7583333333333333,0.6785878200240102
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.75,0.7583333333333333,0.6990362508103508
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.6914021164021165,0.9066666666666666,0.7957565902392523
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8868794922487659
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.6951587301587302,0.8933333333333333,0.7501951392344955
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7366666666666667,0.9333333333333333,0.7617124931237543
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6536507936507936,0.8533333333333333,0.7386777853452369
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,1.0,0.9066666666666666,0.9295617602411513
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.8933333333333333,0.919342640361727
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.8,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,strict_raw,all,30,0.9666666666666667,0.7333333333333333,0.7916666666666666,0.59,0.5997681693481925
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,strict_raw,card,10,1.0,0.7,0.9,0.36666666666666664,0.5016001884004073
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,strict_raw,evidence,20,0.95,0.75,0.7375,0.7016666666666667,0.648852159822085
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,strict_raw,numeric,10,1.0,0.8,0.725,0.6533333333333333,0.6056004130264798
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,strict_raw,semantic,10,0.9,0.7,0.75,0.75,0.6921039066176901
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_raw,all,30,0.9666666666666667,0.9666666666666667,0.6632640403548332,0.9066666666666666,0.8112125477647568
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_raw,card,10,1.0,1.0,0.6500915438639223,0.9333333333333333,0.9
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_raw,evidence,20,0.95,0.95,0.6698502886002886,0.8933333333333333,0.7668188216471352
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_raw,numeric,10,1.0,1.0,0.7045238095238096,0.9333333333333333,0.7902901293465538
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_raw,semantic,10,0.9,0.9,0.6351767676767677,0.8533333333333333,0.7433475139477166
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,strict_exact_doc_dedup,all,30,0.9666666666666667,0.8333333333333334,0.8166666666666667,0.6555555555555556,0.6581674308460967
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,strict_exact_doc_dedup,card,10,1.0,0.9,0.9,0.45,0.5678367782143118
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,strict_exact_doc_dedup,evidence,20,0.95,0.8,0.775,0.7583333333333333,0.7033327571619893
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,strict_exact_doc_dedup,numeric,10,1.0,0.8,0.8,0.7583333333333333,0.7076292635136278
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,strict_exact_doc_dedup,semantic,10,0.9,0.8,0.75,0.7583333333333333,0.6990362508103508
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_exact_doc_dedup,all,30,0.9666666666666667,0.9666666666666667,0.6997354497354498,0.9066666666666666,0.8052824689801855
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_exact_doc_dedup,card,10,1.0,1.0,0.6838888888888889,0.9333333333333333,0.8868794922487659
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_exact_doc_dedup,evidence,20,0.95,0.95,0.7076587301587302,0.8933333333333333,0.7644839573458954
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_exact_doc_dedup,numeric,10,1.0,1.0,0.7616666666666667,0.9333333333333333,0.7902901293465538
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_exact_doc_dedup,semantic,10,0.9,0.9,0.6536507936507936,0.8533333333333333,0.7386777853452369
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_gold_family_oracle,all,30,0.9666666666666667,0.9666666666666667,1.0,0.9066666666666666,0.9295617602411513
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_gold_family_oracle,card,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_gold_family_oracle,evidence,20,0.95,0.95,1.0,0.8933333333333333,0.919342640361727
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_gold_family_oracle,numeric,10,1.0,1.0,1.0,0.9333333333333333,0.95
combined_mmr_gte_gold_type_oracle,vector_0.4_bm25_0.6,50,0.9,answer_bearing_gold_family_oracle,semantic,10,0.9,0.9,1.0,0.8533333333333333,0.8886852807234542
